"site","rcp","fit.1mo","month","year","dat","ns","fit.12mo","season","fit.12mo.ssnavg","spcat12mo","spcat12mossn"
"IL-n_16","rcp60",0.847785594558907,"Apr",2047,"Apr 2047","North",2.8996582167805,"Spring",2.84521406212788,"Exceptionally Wet","Exceptionally Wet"
"IL-n_16","rcp60",1.741211700341,"May",2047,"May 2047","North",2.96290277777679,"Spring",2.84521406212788,"Exceptionally Wet","Exceptionally Wet"
"IL-n_16","rcp60",-0.351470812051748,"Jun",2047,"Jun 2047","North",1.46323506230357,"Summer",1.58834809054674,"Severely Wet","Severely Wet"
"IL-n_16","rcp60",0.866348907083428,"Jul",2047,"Jul 2047","North",1.65248117214352,"Summer",1.58834809054674,"Extremely Wet","Severely Wet"
"IL-n_16","rcp60",0.789729680492724,"Aug",2047,"Aug 2047","North",1.64932803719312,"Summer",1.58834809054674,"Extremely Wet","Severely Wet"
"IL-n_16","rcp60",0.958479057364061,"Sep",2047,"Sep 2047","North",1.36261926968775,"Fall",1.46178547601416,"Severely Wet","Severely Wet"
"IL-n_16","rcp60",1.5744531535051,"Oct",2047,"Oct 2047","North",1.69226087859613,"Fall",1.46178547601416,"Extremely Wet","Severely Wet"
"IL-n_16","rcp60",-0.568794812246454,"Nov",2047,"Nov 2047","North",1.33047627975859,"Fall",1.46178547601416,"Severely Wet","Severely Wet"
"IL-n_16","rcp60",-2.01496351379398,"Dec",2047,"Dec 2047","North",1.23656319504031,"Winter",2.10878716142095,"Moderately Wet","Exceptionally Wet"
"IL-n_16","rcp60",-1.38858039292769,"Jan",2048,"Jan 2048","North",1.07487171960812,"Winter",0.126344654486973,"Moderately Wet","Normal"
"IL-n_16","rcp60",-1.12554588316864,"Feb",2048,"Feb 2048","North",0.81825976917148,"Winter",0.126344654486973,"Moderately Wet","Normal"
"IL-n_16","rcp60",0.367661025872874,"Mar",2048,"Mar 2048","North",0.956844675519476,"Spring",0.351665906243704,"Moderately Wet","Normal"
"IL-n_16","rcp60",-1.43080427448448,"Apr",2048,"Apr 2048","North",0.427484524839834,"Spring",0.351665906243704,"Normal","Normal"
"IL-n_16","rcp60",-0.817326349394143,"May",2048,"May 2048","North",-0.329331481628197,"Spring",0.351665906243704,"Normal","Normal"
"IL-n_16","rcp60",-1.79950405867149,"Jun",2048,"Jun 2048","North",-0.627574196719356,"Summer",-0.961463122420405,"Abnormally Dry","Moderate Drought"
"IL-n_16","rcp60",-0.902427535930105,"Jul",2048,"Jul 2048","North",-1.14787870102916,"Summer",-0.961463122420405,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",0.670332049449484,"Aug",2048,"Aug 2048","North",-1.1089364695127,"Summer",-0.961463122420405,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-0.496369190837466,"Sep",2048,"Sep 2048","North",-1.32090996407289,"Fall",-1.62714482457567,"Severe Drought","Extreme Drought"
"IL-n_16","rcp60",-1.01868287289133,"Oct",2048,"Oct 2048","North",-1.73529800357714,"Fall",-1.62714482457567,"Extreme Drought","Extreme Drought"
"IL-n_16","rcp60",-2.24382747701616,"Nov",2048,"Nov 2048","North",-1.82522650607697,"Fall",-1.62714482457567,"Extreme Drought","Extreme Drought"
"IL-n_16","rcp60",1.59064592784189,"Dec",2048,"Dec 2048","North",-1.51409752531868,"Winter",0.126344654486973,"Severe Drought","Normal"
"IL-n_16","rcp60",0.299556186746052,"Jan",2049,"Jan 2049","North",-1.40816563922027,"Winter",-0.579354181632872,"Severe Drought","Abnormally Dry"
"IL-n_16","rcp60",1.52994485923028,"Feb",2049,"Feb 2049","North",-1.16948382737454,"Winter",-0.579354181632872,"Moderate Drought","Abnormally Dry"
"IL-n_16","rcp60",-0.8597032715534,"Mar",2049,"Mar 2049","North",-1.43415570202381,"Spring",-0.689560796220293,"Severe Drought","Abnormally Dry"
"IL-n_16","rcp60",1.93301118914791,"Apr",2049,"Apr 2049","North",-0.496762331950834,"Spring",-0.689560796220293,"Normal","Abnormally Dry"
"IL-n_16","rcp60",0.480273226556213,"May",2049,"May 2049","North",-0.137764354686235,"Spring",-0.689560796220293,"Normal","Abnormally Dry"
"IL-n_16","rcp60",0.894336007921086,"Jun",2049,"Jun 2049","North",0.692360390725248,"Summer",0.749734383568707,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",-0.016672011121271,"Jul",2049,"Jul 2049","North",0.908627558753094,"Summer",0.749734383568707,"Moderately Wet","Abnormally Wet"
"IL-n_16","rcp60",-0.335663409302098,"Aug",2049,"Aug 2049","North",0.648215201227778,"Summer",0.749734383568707,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",-1.08288958456092,"Sep",2049,"Sep 2049","North",0.474240131588534,"Fall",0.668421474504033,"Normal","Abnormally Wet"
"IL-n_16","rcp60",-0.0470318701515935,"Oct",2049,"Oct 2049","North",0.633271818270375,"Fall",0.668421474504033,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",0.651765562410621,"Nov",2049,"Nov 2049","North",0.89775247365319,"Fall",0.668421474504033,"Moderately Wet","Abnormally Wet"
"IL-n_16","rcp60",1.10728596726874,"Dec",2049,"Dec 2049","North",0.839586921696193,"Winter",-0.579354181632872,"Moderately Wet","Abnormally Dry"
"IL-n_16","rcp60",-1.01251179349741,"Jan",2050,"Jan 2050","North",0.757673324572196,"Winter",0.574227871932456,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",0.982143646106104,"Feb",2050,"Feb 2050","North",0.72605547186821,"Winter",0.574227871932456,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",1.31006128164856,"Mar",2050,"Mar 2050","North",1.17331329206853,"Spring",0.57355633310754,"Moderately Wet","Abnormally Wet"
"IL-n_16","rcp60",-0.755220244612986,"Apr",2050,"Apr 2050","North",0.227720937988313,"Spring",0.57355633310754,"Normal","Abnormally Wet"
"IL-n_16","rcp60",0.712492450008187,"May",2050,"May 2050","North",0.319634769265776,"Spring",0.57355633310754,"Normal","Abnormally Wet"
"IL-n_16","rcp60",0.599205475412529,"Jun",2050,"Jun 2050","North",0.243491157113662,"Summer",0.108612320774945,"Normal","Normal"
"IL-n_16","rcp60",-0.408201895446473,"Jul",2050,"Jul 2050","North",0.120304556408704,"Summer",0.108612320774945,"Normal","Normal"
"IL-n_16","rcp60",-1.11357148050676,"Aug",2050,"Aug 2050","North",-0.037958751197532,"Summer",0.108612320774945,"Normal","Normal"
"IL-n_16","rcp60",1.54249601821102,"Sep",2050,"Sep 2050","North",0.560082487539926,"Fall",0.559685866234074,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",0.352122317238097,"Oct",2050,"Oct 2050","North",0.621734036232309,"Fall",0.559685866234074,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",-0.341533743609653,"Nov",2050,"Nov 2050","North",0.497241074929986,"Fall",0.559685866234074,"Normal","Abnormally Wet"
"IL-n_16","rcp60",-1.15825689213132,"Dec",2050,"Dec 2050","North",0.238954819356962,"Winter",0.574227871932456,"Normal","Abnormally Wet"
"IL-n_16","rcp60",-0.363961739062648,"Jan",2051,"Jan 2051","North",0.304473987728306,"Winter",0.672618012030686,"Normal","Abnormally Wet"
"IL-n_16","rcp60",1.63769485606547,"Feb",2051,"Feb 2051","North",0.434191929525821,"Winter",0.672618012030686,"Normal","Abnormally Wet"
"IL-n_16","rcp60",1.17925943716665,"Mar",2051,"Mar 2051","North",0.399238129778892,"Spring",0.816057409386536,"Normal","Moderately Wet"
"IL-n_16","rcp60",1.43132665230662,"Apr",2051,"Apr 2051","North",1.10168783850239,"Spring",0.816057409386536,"Moderately Wet","Moderately Wet"
"IL-n_16","rcp60",0.167768528898371,"May",2051,"May 2051","North",0.947246259878327,"Spring",0.816057409386536,"Moderately Wet","Moderately Wet"
"IL-n_16","rcp60",0.267199949113657,"Jun",2051,"Jun 2051","North",0.848219670442342,"Summer",1.03407158636572,"Moderately Wet","Moderately Wet"
"IL-n_16","rcp60",0.150011363638599,"Jul",2051,"Jul 2051","North",0.956517394925534,"Summer",1.03407158636572,"Moderately Wet","Moderately Wet"
"IL-n_16","rcp60",1.04259397977177,"Aug",2051,"Aug 2051","North",1.29747769372927,"Summer",1.03407158636572,"Moderately Wet","Moderately Wet"
"IL-n_16","rcp60",1.57009604221866,"Sep",2051,"Sep 2051","North",1.23078925473766,"Fall",1.28615789126387,"Moderately Wet","Moderately Wet"
"IL-n_16","rcp60",1.36015542524053,"Oct",2051,"Oct 2051","North",1.3514459305906,"Fall",1.28615789126387,"Severely Wet","Moderately Wet"
"IL-n_16","rcp60",-1.20295567037181,"Nov",2051,"Nov 2051","North",1.27623848846336,"Fall",1.28615789126387,"Moderately Wet","Moderately Wet"
"IL-n_16","rcp60",-1.49405027472939,"Dec",2051,"Dec 2051","North",1.27918811883793,"Winter",0.672618012030686,"Moderately Wet","Abnormally Wet"
"IL-n_16","rcp60",-1.86982011670219,"Jan",2052,"Jan 2052","North",1.2101584591265,"Winter",0.558277569975934,"Moderately Wet","Abnormally Wet"
"IL-n_16","rcp60",0.335119359800192,"Feb",2052,"Feb 2052","North",1.11096654697739,"Winter",0.558277569975934,"Moderately Wet","Abnormally Wet"
"IL-n_16","rcp60",0.0456938412372705,"Mar",2052,"Mar 2052","North",0.939333286049052,"Spring",0.707257714207894,"Moderately Wet","Abnormally Wet"
"IL-n_16","rcp60",-0.267565309478619,"Apr",2052,"Apr 2052","North",0.390222869532305,"Spring",0.707257714207894,"Normal","Abnormally Wet"
"IL-n_16","rcp60",1.41530287029615,"May",2052,"May 2052","North",0.792216987042325,"Spring",0.707257714207894,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",0.378257718523705,"Jun",2052,"Jun 2052","North",0.8466335112512,"Summer",0.625160462445713,"Moderately Wet","Abnormally Wet"
"IL-n_16","rcp60",-0.42266754669082,"Jul",2052,"Jul 2052","North",0.647193359053135,"Summer",0.625160462445713,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",0.158943966937971,"Aug",2052,"Aug 2052","North",0.381654517032805,"Summer",0.625160462445713,"Normal","Abnormally Wet"
"IL-n_16","rcp60",-1.67185292181827,"Sep",2052,"Sep 2052","North",-0.42792679727409,"Fall",-0.620077664443295,"Normal","Abnormally Dry"
"IL-n_16","rcp60",-0.743759958233236,"Oct",2052,"Oct 2052","North",-0.804588376652047,"Fall",-0.620077664443295,"Moderate Drought","Abnormally Dry"
"IL-n_16","rcp60",0.241873156493952,"Nov",2052,"Nov 2052","North",-0.627717819403747,"Fall",-0.620077664443295,"Abnormally Dry","Abnormally Dry"
"IL-n_16","rcp60",-1.26990049006335,"Dec",2052,"Dec 2052","North",-0.646292296176088,"Winter",0.558277569975934,"Abnormally Dry","Abnormally Wet"
"IL-n_16","rcp60",0.597614232162132,"Jan",2053,"Jan 2053","North",-0.42414399235759,"Winter",-0.181753547761782,"Normal","Normal"
"IL-n_16","rcp60",-1.1779973564509,"Feb",2053,"Feb 2053","North",-0.632320297023468,"Winter",-0.181753547761782,"Abnormally Dry","Normal"
"IL-n_16","rcp60",1.33128166564598,"Mar",2053,"Mar 2053","North",-0.370838235802137,"Spring",-0.585548148471729,"Normal","Abnormally Dry"
"IL-n_16","rcp60",-1.56552193025153,"Apr",2053,"Apr 2053","North",-0.734559638613852,"Spring",-0.585548148471729,"Abnormally Dry","Abnormally Dry"
"IL-n_16","rcp60",1.55752478465581,"May",2053,"May 2053","North",-0.651246570999199,"Spring",-0.585548148471729,"Abnormally Dry","Abnormally Dry"
"IL-n_16","rcp60",1.13561104422198,"Jun",2053,"Jun 2053","North",-0.279343523083846,"Summer",-0.359028173936263,"Normal","Normal"
"IL-n_16","rcp60",-0.573310898207131,"Jul",2053,"Jul 2053","North",-0.304734655370353,"Summer",-0.359028173936263,"Normal","Normal"
"IL-n_16","rcp60",-0.84434946454874,"Aug",2053,"Aug 2053","North",-0.493006343354589,"Summer",-0.359028173936263,"Normal","Normal"
"IL-n_16","rcp60",0.819450836701952,"Sep",2053,"Sep 2053","North",0.117200953016344,"Fall",0.262310157227799,"Normal","Normal"
"IL-n_16","rcp60",0.393946820884883,"Oct",2053,"Oct 2053","North",0.327552003753109,"Fall",0.262310157227799,"Normal","Normal"
"IL-n_16","rcp60",0.339327226348312,"Nov",2053,"Nov 2053","North",0.342177514913944,"Fall",0.262310157227799,"Normal","Normal"
"IL-n_16","rcp60",0.456348018705433,"Dec",2053,"Dec 2053","North",0.511203646095712,"Winter",-0.181753547761782,"Abnormally Wet","Normal"
"IL-n_16","rcp60",1.82806814325067,"Jan",2054,"Jan 2054","North",0.677833725534631,"Winter",0.240064788390556,"Abnormally Wet","Normal"
"IL-n_16","rcp60",0.233869126861445,"Feb",2054,"Feb 2054","North",0.879270055184438,"Winter",0.240064788390556,"Moderately Wet","Normal"
"IL-n_16","rcp60",0.124562715213283,"Mar",2054,"Mar 2054","North",0.646186893697093,"Spring",0.342540474630865,"Abnormally Wet","Normal"
"IL-n_16","rcp60",-1.85728482492344,"Apr",2054,"Apr 2054","North",0.59898379349796,"Spring",0.342540474630865,"Abnormally Wet","Normal"
"IL-n_16","rcp60",-1.32572924366703,"May",2054,"May 2054","North",-0.217549263302459,"Spring",0.342540474630865,"Normal","Normal"
"IL-n_16","rcp60",0.0329496487983993,"Jun",2054,"Jun 2054","North",-0.604380773155723,"Summer",-0.564071813612716,"Abnormally Dry","Abnormally Dry"
"IL-n_16","rcp60",-0.783327776319295,"Jul",2054,"Jul 2054","North",-0.63861193901809,"Summer",-0.564071813612716,"Abnormally Dry","Abnormally Dry"
"IL-n_16","rcp60",-0.116283258117259,"Aug",2054,"Aug 2054","North",-0.449222728664336,"Summer",-0.564071813612716,"Normal","Abnormally Dry"
"IL-n_16","rcp60",-0.00573130534428312,"Sep",2054,"Sep 2054","North",-0.605781820882853,"Fall",-0.759770295818455,"Abnormally Dry","Abnormally Dry"
"IL-n_16","rcp60",-1.6078537854945,"Oct",2054,"Oct 2054","North",-0.938709507795101,"Fall",-0.759770295818455,"Moderate Drought","Abnormally Dry"
"IL-n_16","rcp60",1.32237345711789,"Nov",2054,"Nov 2054","North",-0.734819558777412,"Fall",-0.759770295818455,"Abnormally Dry","Abnormally Dry"
"IL-n_16","rcp60",-0.0537902608166486,"Dec",2054,"Dec 2054","North",-0.8369094155474,"Winter",0.240064788390556,"Moderate Drought","Normal"
"IL-n_16","rcp60",0.161795167234939,"Jan",2055,"Jan 2055","North",-1.05802837106663,"Winter",-1.01945065555717,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-0.181269148080544,"Feb",2055,"Feb 2055","North",-1.16441107827315,"Winter",-1.01945065555717,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-0.590954635853997,"Mar",2055,"Mar 2055","North",-1.34036203927131,"Spring",-1.21171218749523,"Severe Drought","Moderate Drought"
"IL-n_16","rcp60",-0.454145658785416,"Apr",2055,"Apr 2055","North",-1.18186493762578,"Spring",-1.21171218749523,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-1.09454535976988,"May",2055,"May 2055","North",-1.11290958558859,"Spring",-1.21171218749523,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",0.446877158959092,"Jun",2055,"Jun 2055","North",-0.974673449964426,"Summer",-0.959998594780101,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-1.38320155081293,"Jul",2055,"Jul 2055","North",-1.13155967723238,"Summer",-0.959998594780101,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",1.02775721982771,"Aug",2055,"Aug 2055","North",-0.773762657143496,"Summer",-0.959998594780101,"Abnormally Dry","Moderate Drought"
"IL-n_16","rcp60",-1.25302711779407,"Sep",2055,"Sep 2055","North",-0.988752534032848,"Fall",-0.8971265557096,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-1.12242540107012,"Oct",2055,"Oct 2055","North",-0.86288265302018,"Fall",-0.8971265557096,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",1.32782766155241,"Nov",2055,"Nov 2055","North",-0.839744480075771,"Fall",-0.8971265557096,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",0.407936389422782,"Dec",2055,"Dec 2055","North",-0.835912517331738,"Winter",-1.01945065555717,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-0.155596726254764,"Jan",2056,"Jan 2056","North",-0.893471300182606,"Winter",-1.16811173003089,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-1.20872111113529,"Feb",2056,"Feb 2056","North",-1.06805477837588,"Winter",-1.16811173003089,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",0.747698059680469,"Mar",2056,"Mar 2056","North",-0.85891454457329,"Spring",-0.887076273260851,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-0.220724621678019,"Apr",2056,"Apr 2056","North",-0.907366491693377,"Spring",-0.887076273260851,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-1.16101805398204,"May",2056,"May 2056","North",-0.894947783515885,"Spring",-0.887076273260851,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-0.731963077430335,"Jun",2056,"Jun 2056","North",-1.18910220245041,"Summer",-1.10054034546843,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-0.443011553734996,"Jul",2056,"Jul 2056","North",-0.847185781467625,"Summer",-1.10054034546843,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-1.12991937065256,"Aug",2056,"Aug 2056","North",-1.26533305248725,"Summer",-1.10054034546843,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-1.96276929405872,"Sep",2056,"Sep 2056","North",-1.34450636960743,"Fall",-1.43881182374943,"Severe Drought","Severe Drought"
"IL-n_16","rcp60",-1.76357954671088,"Oct",2056,"Oct 2056","North",-1.43132774969497,"Fall",-1.43881182374943,"Severe Drought","Severe Drought"
"IL-n_16","rcp60",0.526479408426327,"Nov",2056,"Nov 2056","North",-1.54060135194589,"Fall",-1.43881182374943,"Severe Drought","Severe Drought"
"IL-n_16","rcp60",0.876476254983747,"Dec",2056,"Dec 2056","North",-1.54280911153417,"Winter",-1.16811173003089,"Severe Drought","Moderate Drought"
"IL-n_16","rcp60",0.906407570764033,"Jan",2057,"Jan 2057","North",-1.48500692299497,"Winter",-1.61006311015437,"Severe Drought","Extreme Drought"
"IL-n_16","rcp60",0.260586862694722,"Feb",2057,"Feb 2057","North",-1.41146972702721,"Winter",-1.61006311015437,"Severe Drought","Extreme Drought"
"IL-n_16","rcp60",-1.18337068842089,"Mar",2057,"Mar 2057","North",-1.77897826645977,"Spring",-1.8328127664765,"Extreme Drought","Extreme Drought"
"IL-n_16","rcp60",-0.565910680293232,"Apr",2057,"Apr 2057","North",-1.84132718292307,"Spring",-1.8328127664765,"Extreme Drought","Extreme Drought"
"IL-n_16","rcp60",-1.31716437270844,"May",2057,"May 2057","North",-1.87813285004666,"Spring",-1.8328127664765,"Extreme Drought","Extreme Drought"
"IL-n_16","rcp60",-1.05177283777484,"Jun",2057,"Jun 2057","North",-2.0181734495425,"Summer",-2.30706981411178,"Exceptional Drought","Exceptional Drought"
"IL-n_16","rcp60",-2.16585379270403,"Jul",2057,"Jul 2057","North",-2.46759527308737,"Summer",-2.30706981411178,"Exceptional Drought","Exceptional Drought"
"IL-n_16","rcp60",-1.83516151469247,"Aug",2057,"Aug 2057","North",-2.43544071970547,"Summer",-2.30706981411178,"Exceptional Drought","Exceptional Drought"
"IL-n_16","rcp60",-1.08048624273129,"Sep",2057,"Sep 2057","North",-2.07476522382381,"Fall",-1.79537053564028,"Exceptional Drought","Extreme Drought"
"IL-n_16","rcp60",1.03855913735025,"Oct",2057,"Oct 2057","North",-1.63051821206821,"Fall",-1.79537053564028,"Extreme Drought","Extreme Drought"
"IL-n_16","rcp60",-0.215993697329135,"Nov",2057,"Nov 2057","North",-1.68082817102883,"Fall",-1.79537053564028,"Extreme Drought","Extreme Drought"
"IL-n_16","rcp60",-1.34223095314046,"Dec",2057,"Dec 2057","North",-1.93371268044092,"Winter",-1.61006311015437,"Extreme Drought","Extreme Drought"
"IL-n_16","rcp60",-0.120662263600208,"Jan",2058,"Jan 2058","North",-2.03995307442119,"Winter",-1.662266443338,"Exceptional Drought","Extreme Drought"
"IL-n_16","rcp60",-1.52094986738096,"Feb",2058,"Feb 2058","North",-2.35887839655297,"Winter",-1.662266443338,"Exceptional Drought","Extreme Drought"
"IL-n_16","rcp60",0.673508399686929,"Mar",2058,"Mar 2058","North",-2.10663111702335,"Spring",-1.95236086012744,"Exceptional Drought","Extreme Drought"
"IL-n_16","rcp60",0.282941428528505,"Apr",2058,"Apr 2058","North",-1.94900084058895,"Spring",-1.95236086012744,"Extreme Drought","Extreme Drought"
"IL-n_16","rcp60",-0.275222641841779,"May",2058,"May 2058","North",-1.80145062277001,"Spring",-1.95236086012744,"Extreme Drought","Extreme Drought"
"IL-n_16","rcp60",-1.07513009237571,"Jun",2058,"Jun 2058","North",-1.87643425279506,"Summer",-1.13386301415557,"Extreme Drought","Moderate Drought"
"IL-n_16","rcp60",0.74449798864761,"Jul",2058,"Jul 2058","North",-0.951440360816893,"Summer",-1.13386301415557,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",-0.167522928932128,"Aug",2058,"Aug 2058","North",-0.57371442885477,"Summer",-1.13386301415557,"Abnormally Dry","Moderate Drought"
"IL-n_16","rcp60",0.159032375029441,"Sep",2058,"Sep 2058","North",-0.261161756872578,"Fall",-0.539713651782948,"Normal","Abnormally Dry"
"IL-n_16","rcp60",-1.06659624081173,"Oct",2058,"Oct 2058","North",-0.630035643478234,"Fall",-0.539713651782948,"Abnormally Dry","Abnormally Dry"
"IL-n_16","rcp60",-1.37768001642721,"Nov",2058,"Nov 2058","North",-0.727943554998033,"Fall",-0.539713651782948,"Abnormally Dry","Abnormally Dry"
"IL-n_16","rcp60",0.38799227711931,"Dec",2058,"Dec 2058","North",-0.587967859039843,"Winter",-1.662266443338,"Abnormally Dry","Extreme Drought"
"IL-n_16","rcp60",0.356067725356337,"Jan",2059,"Jan 2059","North",-0.565857929156584,"Winter",0.18544694304233,"Abnormally Dry","Normal"
"IL-n_16","rcp60",1.10691194961945,"Feb",2059,"Feb 2059","North",-0.230151308446776,"Winter",0.18544694304233,"Normal","Normal"
"IL-n_16","rcp60",-1.16330605022549,"Mar",2059,"Mar 2059","North",-0.645659584474201,"Spring",-0.0941816800079233,"Abnormally Dry","Normal"
"IL-n_16","rcp60",1.73078145542664,"Apr",2059,"Apr 2059","North",-0.123461072575983,"Spring",-0.0941816800079233,"Normal","Normal"
"IL-n_16","rcp60",1.59574730893048,"May",2059,"May 2059","North",0.486575617026414,"Spring",-0.0941816800079233,"Normal","Normal"
"IL-n_16","rcp60",-0.540396284721033,"Jun",2059,"Jun 2059","North",0.654350038419371,"Summer",0.75863057182249,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",1.38624010171909,"Jul",2059,"Jul 2059","North",0.843331461653739,"Summer",0.75863057182249,"Moderately Wet","Abnormally Wet"
"IL-n_16","rcp60",-0.252643941881686,"Aug",2059,"Aug 2059","North",0.778210215394361,"Summer",0.75863057182249,"Abnormally Wet","Abnormally Wet"
"IL-n_16","rcp60",1.01531986950528,"Sep",2059,"Sep 2059","North",0.897421267674483,"Fall",1.10461833516132,"Moderately Wet","Moderately Wet"
"IL-n_16","rcp60",0.207161237372713,"Oct",2059,"Oct 2059","North",1.06485803538624,"Fall",1.10461833516132,"Moderately Wet","Moderately Wet"
"IL-n_16","rcp60",1.39120399283815,"Nov",2059,"Nov 2059","North",1.35157570242323,"Fall",1.10461833516132,"Severely Wet","Moderately Wet"
"IL-n_16","rcp60",-0.00389057189602078,"Dec",2059,"Dec 2059","North",1.35235006673035,"Winter",0.18544694304233,"Severely Wet","Normal"
"IL-n_16","rcp60",-0.259247087073634,"Jan",2060,"Jan 2060","North",1.36265499545159,"Winter",0.813070508665836,"Severely Wet","Moderately Wet"
"IL-n_16","rcp60",1.52161356529111,"Feb",2060,"Feb 2060","North",1.45717656791498,"Winter",0.813070508665836,"Severely Wet","Moderately Wet"
"IL-n_16","rcp60",-1.0338914735714,"Mar",2060,"Mar 2060","North",1.56198047894368,"Spring",1.26132402691864,"Severely Wet","Moderately Wet"
"IL-n_16","rcp60",1.32250961555465,"Apr",2060,"Apr 2060","North",1.57086394219537,"Spring",1.26132402691864,"Severely Wet","Moderately Wet"
"IL-n_16","rcp60",-1.76782796151342,"May",2060,"May 2060","North",0.651127659616882,"Spring",1.26132402691864,"Abnormally Wet","Moderately Wet"
"IL-n_16","rcp60",-0.456529518955285,"Jun",2060,"Jun 2060","North",0.70196660891358,"Summer",0.166593027221895,"Abnormally Wet","Normal"
"IL-n_16","rcp60",-0.89188840117852,"Jul",2060,"Jul 2060","North",-0.0720030059524482,"Summer",0.166593027221895,"Normal","Normal"
"IL-n_16","rcp60",-0.567911844386718,"Aug",2060,"Aug 2060","North",-0.130184521295446,"Summer",0.166593027221895,"Normal","Normal"
"IL-n_16","rcp60",1.25770543437458,"Sep",2060,"Sep 2060","North",-0.0638988003837981,"Fall",-0.161433880421185,"Normal","Normal"
"IL-n_16","rcp60",-0.0390556954288709,"Oct",2060,"Oct 2060","North",-0.0888278974527908,"Fall",-0.161433880421185,"Normal","Normal"
"IL-n_16","rcp60",-0.00921223396135914,"Nov",2060,"Nov 2060","North",-0.331574943426965,"Fall",-0.161433880421185,"Normal","Normal"
"IL-n_16","rcp60",-0.132177374835741,"Dec",2060,"Dec 2060","North",-0.380620037369062,"Winter",0.813070508665836,"Normal","Moderately Wet"
"IL-n_16","rcp60",1.4873476506013,"Jan",2061,"Jan 2061","North",-0.203894992514534,"Winter",-0.187200413669844,"Normal","Normal"
"IL-n_16","rcp60",-1.5694647925766,"Feb",2061,"Feb 2061","North",-0.631635692529963,"Winter",-0.187200413669844,"Abnormally Dry","Normal"
"IL-n_16","rcp60",-2.03569957931401,"Mar",2061,"Mar 2061","North",-0.889094288440563,"Spring",-0.92341244876352,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",0.649180796239425,"Apr",2061,"Apr 2061","North",-1.21316676156631,"Spring",-0.92341244876352,"Moderate Drought","Moderate Drought"
"IL-n_16","rcp60",0.574631331786969,"May",2061,"May 2061","North",-0.667976296283688,"Spring",-0.92341244876352,"Abnormally Dry","Moderate Drought"
"IL-n_16","rcp60",-0.277014792861791,"Jun",2061,"Jun 2061","North",-0.576258564600492,"Summer",0.00231221904343763,"Abnormally Dry","Normal"
"IL-n_16","rcp60",0.901850251482901,"Jul",2061,"Jul 2061","North",0.0442810227584809,"Summer",0.00231221904343763,"Normal","Normal"
"IL-n_16","rcp60",1.3598913431124,"Aug",2061,"Aug 2061","North",0.538914198972324,"Summer",0.00231221904343763,"Abnormally Wet","Normal"
"IL-n_16","rcp60",-1.09936803228325,"Sep",2061,"Sep 2061","North",-0.0333559910822806,"Fall",0.217761676764838,"Normal","Normal"
"IL-n_16","rcp60",1.52826552736698,"Oct",2061,"Oct 2061","North",0.303149301952543,"Fall",0.217761676764838,"Normal","Normal"
"IL-n_16","rcp60",0.578018018501027,"Nov",2061,"Nov 2061","North",0.383491719424252,"Fall",0.217761676764838,"Normal","Normal"
"IL-n_16","rcp60",-1.11861568947856,"Dec",2061,"Dec 2061","North",0.273929444034964,"Winter",-0.187200413669844,"Normal","Normal"
"IL-n_16","rcp60",0.035532463908233,"Jan",2062,"Jan 2062","North",0.11481901683876,"Winter",0.648774958690887,"Normal","Abnormally Wet"
"IL-n_16","rcp60",1.36462592728326,"Feb",2062,"Feb 2062","North",0.522407883790201,"Winter",0.648774958690887,"Abnormally Wet","Abnormally Wet"
