"supply_shed","section","aggregation_unit_name","aggregation_unit_fips","year","crop_name","cdl_crop_id","kpi_name","kpi_value","units"
"NY","NY","Seneca County",36099,2016,"Soybeans",5,"Cover Crop Area",353.42215649256,"acres"
"NY","NY","Chemung County",36015,2016,"Soybeans",5,"Cover Crop Area",13.2998079430332,"acres"
"NY","NY","Onondaga County",36067,2016,"Soybeans",5,"Cover Crop Area",258.14030838391,"acres"
"NY","NY","Chautauqua County",36013,2016,"Soybeans",5,"Cover Crop Area",10.0530114182347,"acres"
"NY","NY","Cattaraugus County",36009,2016,"Soybeans",5,"Cover Crop Area",69.8036183878868,"acres"
"NY","NY","Wyoming County",36121,2016,"Soybeans",5,"Cover Crop Area",181.177939313669,"acres"
"NY","NY","Broome County",36007,2016,"Soybeans",5,"Cover Crop Area",81.7957969606825,"acres"
"NY","NY","Jefferson County",36045,2016,"Soybeans",5,"Cover Crop Area",253.787048290802,"acres"
"NY","NY","Rensselaer County",36083,2016,"Soybeans",5,"Cover Crop Area",24.6414834516371,"acres"
"NY","NY","Tompkins County",36109,2016,"Soybeans",5,"Cover Crop Area",104.949931102479,"acres"
"NY","NY","Ontario County",36069,2016,"Soybeans",5,"Cover Crop Area",255.81038646631,"acres"
"NY","NY","Genesee County",36037,2016,"Soybeans",5,"Cover Crop Area",409.579719389744,"acres"
"NY","NY","Dutchess County",36027,2016,"Soybeans",5,"Cover Crop Area",37.5207711485475,"acres"
"NY","NY","St. Lawrence County",36089,2016,"Soybeans",5,"Cover Crop Area",49.4597218541992,"acres"
"NY","NY","Saratoga County",36091,2016,"Soybeans",5,"Cover Crop Area",10.0135627373818,"acres"
"NY","NY","Erie County",36029,2016,"Soybeans",5,"Cover Crop Area",130.014245192556,"acres"
"NY","NY","Washington County",36115,2016,"Soybeans",5,"Cover Crop Area",12.0805803049796,"acres"
"NY","NY","Madison County",36053,2016,"Soybeans",5,"Cover Crop Area",13.7228252220973,"acres"
"NY","NY","Cortland County",36023,2016,"Soybeans",5,"Cover Crop Area",36.4793616922633,"acres"
"NY","NY","Steuben County",36101,2016,"Winter Wheat",24,"Cover Crop Area",90.917079054751,"acres"
"NY","NY","Livingston County",36051,2016,"Winter Wheat",24,"Cover Crop Area",290.903954181631,"acres"
"NY","NY","Yates County",36123,2016,"Winter Wheat",24,"Cover Crop Area",144.987602534563,"acres"
"NY","NY","Cayuga County",36011,2016,"Winter Wheat",24,"Cover Crop Area",147.511438572884,"acres"
"NY","NY","Seneca County",36099,2016,"Winter Wheat",24,"Cover Crop Area",224.803535862294,"acres"
"NY","NY","Chemung County",36015,2016,"Winter Wheat",24,"Cover Crop Area",19.3328624699805,"acres"
"NY","NY","Onondaga County",36067,2016,"Winter Wheat",24,"Cover Crop Area",219.900642102806,"acres"
"NY","NY","Chautauqua County",36013,2016,"Winter Wheat",24,"Cover Crop Area",14.7918832577367,"acres"
"NY","NY","Schuyler County",36097,2016,"Winter Wheat",24,"Cover Crop Area",139.269958934344,"acres"
"NY","NY","Cattaraugus County",36009,2016,"Winter Wheat",24,"Cover Crop Area",35.2365069410923,"acres"
"NY","NY","Wyoming County",36121,2016,"Winter Wheat",24,"Cover Crop Area",229.736491388372,"acres"
"NY","NY","Oneida County",36065,2016,"Winter Wheat",24,"Cover Crop Area",62.798815035188,"acres"
"NY","NY","Tioga County",36107,2016,"Winter Wheat",24,"Cover Crop Area",10.6056810057759,"acres"
"NY","NY","Jefferson County",36045,2016,"Winter Wheat",24,"Cover Crop Area",178.659439381898,"acres"
"NY","NY","Tompkins County",36109,2016,"Winter Wheat",24,"Cover Crop Area",38.0320997309216,"acres"
"NY","NY","Ontario County",36069,2016,"Winter Wheat",24,"Cover Crop Area",259.039491338971,"acres"
"NY","NY","Genesee County",36037,2016,"Winter Wheat",24,"Cover Crop Area",123.449269611585,"acres"
"NY","NY","Suffolk County",36103,2016,"Winter Wheat",24,"Cover Crop Area",20.1032126508872,"acres"
"NY","NY","Erie County",36029,2016,"Winter Wheat",24,"Cover Crop Area",91.4189822662278,"acres"
"NY","NY","Steuben County",36101,2016,"Alfalfa",36,"Cover Crop Area",103.666702804094,"acres"
"NY","NY","Livingston County",36051,2016,"Alfalfa",36,"Cover Crop Area",623.153326082633,"acres"
"NY","NY","Franklin County",36033,2016,"Alfalfa",36,"Cover Crop Area",38.3881756703153,"acres"
"NY","NY","Yates County",36123,2016,"Alfalfa",36,"Cover Crop Area",338.372306516554,"acres"
"NY","NY","Columbia County",36021,2016,"Alfalfa",36,"Cover Crop Area",38.4622444279658,"acres"
"NY","NY","Cayuga County",36011,2016,"Alfalfa",36,"Cover Crop Area",254.693701688228,"acres"
"NY","NY","Seneca County",36099,2016,"Alfalfa",36,"Cover Crop Area",173.680446078349,"acres"
"NY","NY","Onondaga County",36067,2016,"Alfalfa",36,"Cover Crop Area",143.223491118036,"acres"
"NY","NY","Chautauqua County",36013,2016,"Alfalfa",36,"Cover Crop Area",10.780710989536,"acres"
"NY","NY","Lewis County",36049,2016,"Alfalfa",36,"Cover Crop Area",19.158434627554,"acres"
"NY","NY","Schuyler County",36097,2016,"Alfalfa",36,"Cover Crop Area",80.8003140482881,"acres"
"NY","NY","Cattaraugus County",36009,2016,"Alfalfa",36,"Cover Crop Area",21.1266044356552,"acres"
"NY","NY","Wyoming County",36121,2016,"Alfalfa",36,"Cover Crop Area",1140.15336224473,"acres"
"NY","NY","Oneida County",36065,2016,"Alfalfa",36,"Cover Crop Area",13.4227464684544,"acres"
"NY","NY","Schoharie County",36095,2016,"Alfalfa",36,"Cover Crop Area",20.9791074141157,"acres"
"NY","NY","Tioga County",36107,2016,"Alfalfa",36,"Cover Crop Area",132.507038861864,"acres"
"NY","NY","Jefferson County",36045,2016,"Alfalfa",36,"Cover Crop Area",499.51244069312,"acres"
"NY","NY","Rensselaer County",36083,2016,"Alfalfa",36,"Cover Crop Area",123.628381126542,"acres"
"NY","NY","Allegany County",36003,2016,"Alfalfa",36,"Cover Crop Area",31.4057725437153,"acres"
"NY","NY","Tompkins County",36109,2016,"Alfalfa",36,"Cover Crop Area",41.8322751460412,"acres"
"NY","NY","Ontario County",36069,2016,"Alfalfa",36,"Cover Crop Area",158.590535771632,"acres"
"NY","NY","Genesee County",36037,2016,"Alfalfa",36,"Cover Crop Area",180.323699609313,"acres"
"NY","NY","St. Lawrence County",36089,2016,"Alfalfa",36,"Cover Crop Area",87.7651616903599,"acres"
"NY","NY","Saratoga County",36091,2016,"Alfalfa",36,"Cover Crop Area",47.4501858158091,"acres"
"NY","NY","Erie County",36029,2016,"Alfalfa",36,"Cover Crop Area",82.0248386394907,"acres"
"NY","NY","Washington County",36115,2016,"Alfalfa",36,"Cover Crop Area",325.292366406432,"acres"
"NY","NY","Chenango County",36017,2016,"Alfalfa",36,"Cover Crop Area",50.5007192695171,"acres"
"NY","NY","Madison County",36053,2016,"Alfalfa",36,"Cover Crop Area",36.258806622674,"acres"
"NY","NY","Cortland County",36023,2016,"Alfalfa",36,"Cover Crop Area",33.8979739903753,"acres"
"NY","NY","Steuben County",36101,2017,"Corn",1,"Cover Crop Area",1331.5166683607,"acres"
"NY","NY","Orange County",36071,2017,"Corn",1,"Cover Crop Area",133.691900011288,"acres"
"NY","NY","Livingston County",36051,2017,"Corn",1,"Cover Crop Area",3427.57967053483,"acres"
"NY","NY","Franklin County",36033,2017,"Corn",1,"Cover Crop Area",1211.55620766025,"acres"
"NY","NY","Yates County",36123,2017,"Corn",1,"Cover Crop Area",2952.6453370105,"acres"
"NY","NY","Columbia County",36021,2017,"Corn",1,"Cover Crop Area",260.639487109548,"acres"
"NY","NY","Cayuga County",36011,2017,"Corn",1,"Cover Crop Area",18162.5035385528,"acres"
"NY","NY","Oswego County",36075,2017,"Corn",1,"Cover Crop Area",306.870231810198,"acres"
"NY","NY","Seneca County",36099,2017,"Corn",1,"Cover Crop Area",3333.84978244178,"acres"
"NY","NY","Herkimer County",36043,2017,"Corn",1,"Cover Crop Area",120.607400060929,"acres"
"NY","NY","Chemung County",36015,2017,"Corn",1,"Cover Crop Area",387.766922919681,"acres"
"NY","NY","Sullivan County",36105,2017,"Corn",1,"Cover Crop Area",60.2410796502122,"acres"
"NY","NY","Onondaga County",36067,2017,"Corn",1,"Cover Crop Area",3200.04148968775,"acres"
"NY","NY","Chautauqua County",36013,2017,"Corn",1,"Cover Crop Area",1134.40760221359,"acres"
"NY","NY","Clinton County",36019,2017,"Corn",1,"Cover Crop Area",78.7145851167431,"acres"
"NY","NY","Lewis County",36049,2017,"Corn",1,"Cover Crop Area",3370.22471867784,"acres"
"NY","NY","Schuyler County",36097,2017,"Corn",1,"Cover Crop Area",1190.68161485993,"acres"
"NY","NY","Cattaraugus County",36009,2017,"Corn",1,"Cover Crop Area",559.904535199128,"acres"
"NY","NY","Wyoming County",36121,2017,"Corn",1,"Cover Crop Area",4387.1900872364,"acres"
"NY","NY","Essex County",36031,2017,"Corn",1,"Cover Crop Area",41.7285318835236,"acres"
"NY","NY","Oneida County",36065,2017,"Corn",1,"Cover Crop Area",1327.42003700324,"acres"
"NY","NY","Schoharie County",36095,2017,"Corn",1,"Cover Crop Area",269.634612238051,"acres"
"NY","NY","Tioga County",36107,2017,"Corn",1,"Cover Crop Area",307.952904836449,"acres"
"NY","NY","Broome County",36007,2017,"Corn",1,"Cover Crop Area",138.387305947195,"acres"
"NY","NY","Jefferson County",36045,2017,"Corn",1,"Cover Crop Area",7257.84016110542,"acres"
"NY","NY","Rensselaer County",36083,2017,"Corn",1,"Cover Crop Area",145.338669552576,"acres"
"NY","NY","Allegany County",36003,2017,"Corn",1,"Cover Crop Area",830.803389313495,"acres"
"NY","NY","Tompkins County",36109,2017,"Corn",1,"Cover Crop Area",2476.50634582925,"acres"
"NY","NY","Ontario County",36069,2017,"Corn",1,"Cover Crop Area",3543.33208164695,"acres"
"NY","NY","Genesee County",36037,2017,"Corn",1,"Cover Crop Area",4941.91719536985,"acres"
"NY","NY","Dutchess County",36027,2017,"Corn",1,"Cover Crop Area",12.1439870246207,"acres"
"NY","NY","Suffolk County",36103,2017,"Corn",1,"Cover Crop Area",110.421795734887,"acres"
"NY","NY","Fulton County",36035,2017,"Corn",1,"Cover Crop Area",35.6174652292568,"acres"
"NY","NY","Delaware County",36025,2017,"Corn",1,"Cover Crop Area",258.318002477343,"acres"
"NY","NY","Montgomery County",36057,2017,"Corn",1,"Cover Crop Area",362.83813761037,"acres"
"NY","NY","Otsego County",36077,2017,"Corn",1,"Cover Crop Area",206.725921375308,"acres"
"NY","NY","St. Lawrence County",36089,2017,"Corn",1,"Cover Crop Area",2774.62835050446,"acres"
"NY","NY","Saratoga County",36091,2017,"Corn",1,"Cover Crop Area",245.510884625521,"acres"
"NY","NY","Erie County",36029,2017,"Corn",1,"Cover Crop Area",365.093445054585,"acres"
"NY","NY","Washington County",36115,2017,"Corn",1,"Cover Crop Area",704.980863672944,"acres"
"NY","NY","Chenango County",36017,2017,"Corn",1,"Cover Crop Area",729.455478902884,"acres"
"NY","NY","Madison County",36053,2017,"Corn",1,"Cover Crop Area",1419.02243551502,"acres"
"NY","NY","Cortland County",36023,2017,"Corn",1,"Cover Crop Area",1603.88771363933,"acres"
"NY","NY","Steuben County",36101,2017,"Soybeans",5,"Cover Crop Area",59.5503591033635,"acres"
"NY","NY","Orange County",36071,2017,"Soybeans",5,"Cover Crop Area",14.7490367056989,"acres"
"NY","NY","Livingston County",36051,2017,"Soybeans",5,"Cover Crop Area",449.533301610581,"acres"
"NY","NY","Yates County",36123,2017,"Soybeans",5,"Cover Crop Area",503.791647580236,"acres"
"NY","NY","Columbia County",36021,2017,"Soybeans",5,"Cover Crop Area",15.6141131654536,"acres"
"NY","NY","Cayuga County",36011,2017,"Soybeans",5,"Cover Crop Area",4457.29058505796,"acres"
"NY","NY","Oswego County",36075,2017,"Soybeans",5,"Cover Crop Area",54.9997413696723,"acres"
"NY","NY","Seneca County",36099,2017,"Soybeans",5,"Cover Crop Area",2160.54469917028,"acres"
"NY","NY","Chemung County",36015,2017,"Soybeans",5,"Cover Crop Area",23.585856710887,"acres"
"NY","NY","Onondaga County",36067,2017,"Soybeans",5,"Cover Crop Area",851.748245442052,"acres"
"NY","NY","Chautauqua County",36013,2017,"Soybeans",5,"Cover Crop Area",165.708235809386,"acres"
"NY","NY","Lewis County",36049,2017,"Soybeans",5,"Cover Crop Area",120.486140278473,"acres"
"NY","NY","Schuyler County",36097,2017,"Soybeans",5,"Cover Crop Area",35.5114705525069,"acres"
"NY","NY","Cattaraugus County",36009,2017,"Soybeans",5,"Cover Crop Area",29.47412036454,"acres"
"NY","NY","Wyoming County",36121,2017,"Soybeans",5,"Cover Crop Area",267.434473541798,"acres"
"NY","NY","Oneida County",36065,2017,"Soybeans",5,"Cover Crop Area",224.458524351657,"acres"
"NY","NY","Schoharie County",36095,2017,"Soybeans",5,"Cover Crop Area",16.4817451363034,"acres"
"NY","NY","Tioga County",36107,2017,"Soybeans",5,"Cover Crop Area",26.8939492743291,"acres"
"NY","NY","Broome County",36007,2017,"Soybeans",5,"Cover Crop Area",72.3710266755176,"acres"
"NY","NY","Jefferson County",36045,2017,"Soybeans",5,"Cover Crop Area",631.032787079752,"acres"
"NY","NY","Allegany County",36003,2017,"Soybeans",5,"Cover Crop Area",35.7988847701498,"acres"
"NY","NY","Tompkins County",36109,2017,"Soybeans",5,"Cover Crop Area",623.127186208237,"acres"
"NY","NY","Ontario County",36069,2017,"Soybeans",5,"Cover Crop Area",1376.54079082731,"acres"
"NY","NY","Genesee County",36037,2017,"Soybeans",5,"Cover Crop Area",557.961910533167,"acres"
"NY","NY","Delaware County",36025,2017,"Soybeans",5,"Cover Crop Area",45.0476226480161,"acres"
"NY","NY","Montgomery County",36057,2017,"Soybeans",5,"Cover Crop Area",71.4320089919715,"acres"
"NY","NY","St. Lawrence County",36089,2017,"Soybeans",5,"Cover Crop Area",242.132661292335,"acres"
"NY","NY","Erie County",36029,2017,"Soybeans",5,"Cover Crop Area",57.1440730343886,"acres"
"NY","NY","Chenango County",36017,2017,"Soybeans",5,"Cover Crop Area",12.9949686761814,"acres"
"NY","NY","Madison County",36053,2017,"Soybeans",5,"Cover Crop Area",104.673941697792,"acres"
"NY","NY","Cortland County",36023,2017,"Soybeans",5,"Cover Crop Area",114.387519643428,"acres"
"NY","NY","Steuben County",36101,2017,"Winter Wheat",24,"Cover Crop Area",62.5816921179165,"acres"
"NY","NY","Livingston County",36051,2017,"Winter Wheat",24,"Cover Crop Area",164.119382887788,"acres"
"NY","NY","Cayuga County",36011,2017,"Winter Wheat",24,"Cover Crop Area",260.756558077458,"acres"
"NY","NY","Seneca County",36099,2017,"Winter Wheat",24,"Cover Crop Area",386.335079108796,"acres"
"NY","NY","Chemung County",36015,2017,"Winter Wheat",24,"Cover Crop Area",29.1732131413698,"acres"
"NY","NY","Onondaga County",36067,2017,"Winter Wheat",24,"Cover Crop Area",313.110920812446,"acres"
"NY","NY","Chautauqua County",36013,2017,"Winter Wheat",24,"Cover Crop Area",14.2004110591755,"acres"
"NY","NY","Schuyler County",36097,2017,"Winter Wheat",24,"Cover Crop Area",191.845625653111,"acres"
"NY","NY","Cattaraugus County",36009,2017,"Winter Wheat",24,"Cover Crop Area",35.3816271357961,"acres"
"NY","NY","Wyoming County",36121,2017,"Winter Wheat",24,"Cover Crop Area",76.6654960901238,"acres"
"NY","NY","Oneida County",36065,2017,"Winter Wheat",24,"Cover Crop Area",34.9522405734553,"acres"
"NY","NY","Jefferson County",36045,2017,"Winter Wheat",24,"Cover Crop Area",474.986980430865,"acres"
"NY","NY","Allegany County",36003,2017,"Winter Wheat",24,"Cover Crop Area",12.0171658026665,"acres"
"NY","NY","Tompkins County",36109,2017,"Winter Wheat",24,"Cover Crop Area",107.854004734279,"acres"
"NY","NY","Ontario County",36069,2017,"Winter Wheat",24,"Cover Crop Area",254.285988421666,"acres"
"NY","NY","Genesee County",36037,2017,"Winter Wheat",24,"Cover Crop Area",72.9771015838518,"acres"
"NY","NY","Madison County",36053,2017,"Winter Wheat",24,"Cover Crop Area",32.92009917745,"acres"
"NY","NY","Cortland County",36023,2017,"Winter Wheat",24,"Cover Crop Area",47.2898367745084,"acres"
"NY","NY","Steuben County",36101,2017,"Alfalfa",36,"Cover Crop Area",340.160979349464,"acres"
"NY","NY","Livingston County",36051,2017,"Alfalfa",36,"Cover Crop Area",332.78605824943,"acres"
"NY","NY","Franklin County",36033,2017,"Alfalfa",36,"Cover Crop Area",289.679157414072,"acres"
"NY","NY","Yates County",36123,2017,"Alfalfa",36,"Cover Crop Area",372.352913766212,"acres"
"NY","NY","Cayuga County",36011,2017,"Alfalfa",36,"Cover Crop Area",890.078318667908,"acres"
"NY","NY","Oswego County",36075,2017,"Alfalfa",36,"Cover Crop Area",21.6056920259116,"acres"
"NY","NY","Seneca County",36099,2017,"Alfalfa",36,"Cover Crop Area",629.798972920428,"acres"
"NY","NY","Herkimer County",36043,2017,"Alfalfa",36,"Cover Crop Area",12.106742353966,"acres"
"NY","NY","Chemung County",36015,2017,"Alfalfa",36,"Cover Crop Area",16.2153341394403,"acres"
"NY","NY","Onondaga County",36067,2017,"Alfalfa",36,"Cover Crop Area",147.803066534658,"acres"
"NY","NY","Lewis County",36049,2017,"Alfalfa",36,"Cover Crop Area",125.205536875697,"acres"
"NY","NY","Schuyler County",36097,2017,"Alfalfa",36,"Cover Crop Area",200.666888237136,"acres"
"NY","NY","Wyoming County",36121,2017,"Alfalfa",36,"Cover Crop Area",858.0101527956,"acres"
"NY","NY","Oneida County",36065,2017,"Alfalfa",36,"Cover Crop Area",26.1665943131858,"acres"
"NY","NY","Schoharie County",36095,2017,"Alfalfa",36,"Cover Crop Area",20.9750987420614,"acres"
"NY","NY","Tioga County",36107,2017,"Alfalfa",36,"Cover Crop Area",101.71535333855,"acres"
"NY","NY","Broome County",36007,2017,"Alfalfa",36,"Cover Crop Area",16.652413813444,"acres"
"NY","NY","Jefferson County",36045,2017,"Alfalfa",36,"Cover Crop Area",559.607148949894,"acres"
"NY","NY","Tompkins County",36109,2017,"Alfalfa",36,"Cover Crop Area",378.151379039162,"acres"
"NY","NY","Ontario County",36069,2017,"Alfalfa",36,"Cover Crop Area",632.216717490768,"acres"
"NY","NY","Genesee County",36037,2017,"Alfalfa",36,"Cover Crop Area",249.349667554982,"acres"
"NY","NY","Otsego County",36077,2017,"Alfalfa",36,"Cover Crop Area",18.2006634265988,"acres"
"NY","NY","St. Lawrence County",36089,2017,"Alfalfa",36,"Cover Crop Area",113.941272682774,"acres"
"NY","NY","Saratoga County",36091,2017,"Alfalfa",36,"Cover Crop Area",37.1874174952314,"acres"
"NY","NY","Washington County",36115,2017,"Alfalfa",36,"Cover Crop Area",25.1303684971505,"acres"
"NY","NY","Chenango County",36017,2017,"Alfalfa",36,"Cover Crop Area",126.135391031808,"acres"
"NY","NY","Madison County",36053,2017,"Alfalfa",36,"Cover Crop Area",79.4765704420015,"acres"
"NY","NY","Cortland County",36023,2017,"Alfalfa",36,"Cover Crop Area",118.706849205801,"acres"
"NY","NY","Steuben County",36101,2018,"Corn",1,"Cover Crop Area",58.3259327917385,"acres"
"NY","NY","Orange County",36071,2018,"Corn",1,"Cover Crop Area",1448.53443644577,"acres"
"NY","NY","Livingston County",36051,2018,"Corn",1,"Cover Crop Area",1195.36942789685,"acres"
"NY","NY","Yates County",36123,2018,"Corn",1,"Cover Crop Area",49.8284650759905,"acres"
"NY","NY","Columbia County",36021,2018,"Corn",1,"Cover Crop Area",2641.01694598036,"acres"
"NY","NY","Cayuga County",36011,2018,"Corn",1,"Cover Crop Area",6202.78379372464,"acres"
"NY","NY","Oswego County",36075,2018,"Corn",1,"Cover Crop Area",671.256021320053,"acres"
"NY","NY","Seneca County",36099,2018,"Corn",1,"Cover Crop Area",1892.77749442676,"acres"
"NY","NY","Herkimer County",36043,2018,"Corn",1,"Cover Crop Area",792.250832567726,"acres"
"NY","NY","Chemung County",36015,2018,"Corn",1,"Cover Crop Area",234.811986439669,"acres"
"NY","NY","Sullivan County",36105,2018,"Corn",1,"Cover Crop Area",102.656130966715,"acres"
"NY","NY","Onondaga County",36067,2018,"Corn",1,"Cover Crop Area",2802.19766409401,"acres"
"NY","NY","Chautauqua County",36013,2018,"Corn",1,"Cover Crop Area",1709.51643220899,"acres"
"NY","NY","Clinton County",36019,2018,"Corn",1,"Cover Crop Area",151.795025772232,"acres"
"NY","NY","Lewis County",36049,2018,"Corn",1,"Cover Crop Area",299.298364765151,"acres"
"NY","NY","Greene County",36039,2018,"Corn",1,"Cover Crop Area",174.68094144989,"acres"
"NY","NY","Schuyler County",36097,2018,"Corn",1,"Cover Crop Area",369.675017382075,"acres"
"NY","NY","Cattaraugus County",36009,2018,"Corn",1,"Cover Crop Area",1739.8656742857,"acres"
"NY","NY","Wyoming County",36121,2018,"Corn",1,"Cover Crop Area",3157.449017003,"acres"
"NY","NY","Oneida County",36065,2018,"Corn",1,"Cover Crop Area",2765.88026779486,"acres"
"NY","NY","Schenectady County",36093,2018,"Corn",1,"Cover Crop Area",25.8175504816658,"acres"
"NY","NY","Schoharie County",36095,2018,"Corn",1,"Cover Crop Area",464.546816225198,"acres"
"NY","NY","Tioga County",36107,2018,"Corn",1,"Cover Crop Area",257.564349925989,"acres"
"NY","NY","Broome County",36007,2018,"Corn",1,"Cover Crop Area",418.437815537429,"acres"
"NY","NY","Jefferson County",36045,2018,"Corn",1,"Cover Crop Area",1489.9754191546,"acres"
"NY","NY","Rensselaer County",36083,2018,"Corn",1,"Cover Crop Area",1280.77741198864,"acres"
"NY","NY","Allegany County",36003,2018,"Corn",1,"Cover Crop Area",721.687347131502,"acres"
"NY","NY","Tompkins County",36109,2018,"Corn",1,"Cover Crop Area",853.209866014795,"acres"
"NY","NY","Ontario County",36069,2018,"Corn",1,"Cover Crop Area",388.171432297368,"acres"
"NY","NY","Genesee County",36037,2018,"Corn",1,"Cover Crop Area",7198.43537062779,"acres"
"NY","NY","Dutchess County",36027,2018,"Corn",1,"Cover Crop Area",745.487956353872,"acres"
"NY","NY","Suffolk County",36103,2018,"Corn",1,"Cover Crop Area",324.382938243726,"acres"
"NY","NY","Ulster County",36111,2018,"Corn",1,"Cover Crop Area",321.394975301247,"acres"
"NY","NY","Warren County",36113,2018,"Corn",1,"Cover Crop Area",11.7074920402862,"acres"
"NY","NY","Fulton County",36035,2018,"Corn",1,"Cover Crop Area",37.0438449442498,"acres"
"NY","NY","Delaware County",36025,2018,"Corn",1,"Cover Crop Area",722.694436451377,"acres"
"NY","NY","Montgomery County",36057,2018,"Corn",1,"Cover Crop Area",1184.36336798243,"acres"
"NY","NY","Otsego County",36077,2018,"Corn",1,"Cover Crop Area",693.694787178579,"acres"
"NY","NY","St. Lawrence County",36089,2018,"Corn",1,"Cover Crop Area",2942.64082354047,"acres"
"NY","NY","Saratoga County",36091,2018,"Corn",1,"Cover Crop Area",974.658210932271,"acres"
"NY","NY","Erie County",36029,2018,"Corn",1,"Cover Crop Area",2859.31767900375,"acres"
"NY","NY","Washington County",36115,2018,"Corn",1,"Cover Crop Area",3103.62107172993,"acres"
"NY","NY","Chenango County",36017,2018,"Corn",1,"Cover Crop Area",819.859921644489,"acres"
"NY","NY","Madison County",36053,2018,"Corn",1,"Cover Crop Area",1364.3336511203,"acres"
"NY","NY","Cortland County",36023,2018,"Corn",1,"Cover Crop Area",344.751000534468,"acres"
"NY","NY","Albany County",36001,2018,"Corn",1,"Cover Crop Area",255.884543937893,"acres"
"NY","NY","Orange County",36071,2018,"Soybeans",5,"Cover Crop Area",284.349295701252,"acres"
"NY","NY","Livingston County",36051,2018,"Soybeans",5,"Cover Crop Area",160.228826032793,"acres"
"NY","NY","Columbia County",36021,2018,"Soybeans",5,"Cover Crop Area",575.583405698327,"acres"
"NY","NY","Cayuga County",36011,2018,"Soybeans",5,"Cover Crop Area",3167.44827945333,"acres"
"NY","NY","Oswego County",36075,2018,"Soybeans",5,"Cover Crop Area",485.961541312664,"acres"
"NY","NY","Seneca County",36099,2018,"Soybeans",5,"Cover Crop Area",1406.18941787504,"acres"
"NY","NY","Herkimer County",36043,2018,"Soybeans",5,"Cover Crop Area",11.2411685917536,"acres"
"NY","NY","Chemung County",36015,2018,"Soybeans",5,"Cover Crop Area",10.4566304105509,"acres"
"NY","NY","Onondaga County",36067,2018,"Soybeans",5,"Cover Crop Area",1295.62846466222,"acres"
"NY","NY","Chautauqua County",36013,2018,"Soybeans",5,"Cover Crop Area",116.418547906481,"acres"
"NY","NY","Lewis County",36049,2018,"Soybeans",5,"Cover Crop Area",71.8696919653509,"acres"
"NY","NY","Greene County",36039,2018,"Soybeans",5,"Cover Crop Area",75.0598933866332,"acres"
"NY","NY","Schuyler County",36097,2018,"Soybeans",5,"Cover Crop Area",39.0210959570299,"acres"
"NY","NY","Cattaraugus County",36009,2018,"Soybeans",5,"Cover Crop Area",86.5539189541257,"acres"
"NY","NY","Wyoming County",36121,2018,"Soybeans",5,"Cover Crop Area",82.151258774945,"acres"
"NY","NY","Oneida County",36065,2018,"Soybeans",5,"Cover Crop Area",490.431183568686,"acres"
"NY","NY","Schoharie County",36095,2018,"Soybeans",5,"Cover Crop Area",117.381666855346,"acres"
"NY","NY","Tioga County",36107,2018,"Soybeans",5,"Cover Crop Area",50.0075201855788,"acres"
"NY","NY","Broome County",36007,2018,"Soybeans",5,"Cover Crop Area",45.6076977158736,"acres"
"NY","NY","Jefferson County",36045,2018,"Soybeans",5,"Cover Crop Area",146.070150039471,"acres"
"NY","NY","Rensselaer County",36083,2018,"Soybeans",5,"Cover Crop Area",127.135343511933,"acres"
"NY","NY","Allegany County",36003,2018,"Soybeans",5,"Cover Crop Area",13.4119453854543,"acres"
"NY","NY","Tompkins County",36109,2018,"Soybeans",5,"Cover Crop Area",62.7448530461579,"acres"
"NY","NY","Ontario County",36069,2018,"Soybeans",5,"Cover Crop Area",169.160804612838,"acres"
"NY","NY","Genesee County",36037,2018,"Soybeans",5,"Cover Crop Area",1483.83063696128,"acres"
"NY","NY","Dutchess County",36027,2018,"Soybeans",5,"Cover Crop Area",151.469811715046,"acres"
"NY","NY","Ulster County",36111,2018,"Soybeans",5,"Cover Crop Area",93.4086524002247,"acres"
"NY","NY","Fulton County",36035,2018,"Soybeans",5,"Cover Crop Area",24.1780042576639,"acres"
"NY","NY","Delaware County",36025,2018,"Soybeans",5,"Cover Crop Area",81.5401159131164,"acres"
"NY","NY","Montgomery County",36057,2018,"Soybeans",5,"Cover Crop Area",15.4289239166206,"acres"
"NY","NY","Otsego County",36077,2018,"Soybeans",5,"Cover Crop Area",56.8547358534464,"acres"
"NY","NY","St. Lawrence County",36089,2018,"Soybeans",5,"Cover Crop Area",522.111918613951,"acres"
"NY","NY","Saratoga County",36091,2018,"Soybeans",5,"Cover Crop Area",80.1066198694617,"acres"
"NY","NY","Erie County",36029,2018,"Soybeans",5,"Cover Crop Area",458.983970330658,"acres"
"NY","NY","Washington County",36115,2018,"Soybeans",5,"Cover Crop Area",52.2176601197161,"acres"
"NY","NY","Chenango County",36017,2018,"Soybeans",5,"Cover Crop Area",69.6102819047102,"acres"
"NY","NY","Madison County",36053,2018,"Soybeans",5,"Cover Crop Area",302.071957022984,"acres"
"NY","NY","Cortland County",36023,2018,"Soybeans",5,"Cover Crop Area",98.315074296722,"acres"
"NY","NY","Albany County",36001,2018,"Soybeans",5,"Cover Crop Area",88.7621263430233,"acres"
"NY","NY","Livingston County",36051,2018,"Winter Wheat",24,"Cover Crop Area",74.4910118449961,"acres"
"NY","NY","Columbia County",36021,2018,"Winter Wheat",24,"Cover Crop Area",77.1494265107355,"acres"
